1,1.1529e+05
2,1.1509e+05
3,1.1371e+05
4,1.1593e+05
5,1.1481e+05
6,1.1448e+05
7,1.136e+05
8,1.1213e+05
9,1.1584e+05
10,1.1339e+05
11,1.1345e+05
12,1.1296e+05
13,1.1347e+05
14,1.1163e+05
15,1.1458e+05
16,1.1592e+05
17,1.1099e+05
18,1.1273e+05
19,1.1288e+05
20,1.1135e+05
21,1.1329e+05
22,1.1161e+05
NaN,NaN
24,1.1292e+05
25,1.126e+05
26,1.122e+05
27,1.1152e+05
28,1.1218e+05
29,1.1095e+05
30,1.1114e+05
31,1.1281e+05
32,1.1088e+05
33,1.1209e+05
34,1.1197e+05
35,1.1575e+05
36,1.1362e+05
37,1.1201e+05
38,1.1315e+05
39,1.155e+05
40,1.1277e+05
41,1.1362e+05
42,1.1082e+05
43,1.1369e+05
44,1.1169e+05
45,1.1297e+05
46,1.1223e+05
47,1.1342e+05
48,1.1208e+05
49,1.144e+05
50,1.1447e+05
51,1.1157e+05
52,1.1303e+05
53,1.1429e+05
54,1.1347e+05
55,1.1278e+05
56,1.1241e+05
57,1.1516e+05
58,1.1686e+05
59,1.1196e+05
60,1.1303e+05
61,1.1133e+05
62,1.137e+05
63,1.1057e+05
64,1.1211e+05
65,1.1285e+05
66,1.1236e+05
67,1.1217e+05
68,1.12e+05
69,1.1113e+05
70,1.1731e+05
71,1.1459e+05
72,1.1094e+05
73,1.128e+05
74,1.127e+05
75,1.1153e+05
76,1.1271e+05
77,1.1187e+05
78,1.1637e+05
79,1.119e+05
80,1.1349e+05
81,1.1323e+05
82,1.1112e+05
83,1.1353e+05
84,1.1138e+05
85,1.1301e+05
86,1.1284e+05
87,1.1353e+05
88,1.1262e+05
89,1.1209e+05
90,1.1366e+05
91,1.1357e+05
92,1.1267e+05
93,1.1321e+05
94,1.1286e+05
95,1.1785e+05
96,1.1343e+05
97,1.124e+05
98,1.1252e+05
99,1.1193e+05
100,1.1226e+05
101,1.1334e+05
102,1.1427e+05
103,1.1277e+05
104,1.1327e+05
105,1.13e+05
106,1.1255e+05
107,1.1259e+05
108,1.1365e+05
109,1.1229e+05
110,1.1784e+05
111,1.1243e+05
112,1.1179e+05
113,1.1223e+05
114,1.1311e+05
115,1.1528e+05
116,1.1313e+05
117,1.1185e+05
118,1.1314e+05
119,1.1549e+05
120,1.1172e+05
121,1.1479e+05
122,1.1439e+05
123,1.1425e+05
124,1.1358e+05
125,1.1671e+05
126,1.1244e+05
NaN,NaN
128,1.1203e+05
129,1.1146e+05
130,1.1497e+05
131,1.1208e+05
132,1.1188e+05
133,1.1248e+05
134,1.1174e+05
135,1.1445e+05
NaN,NaN
137,1.1094e+05
138,1.122e+05
139,1.1359e+05
140,1.127e+05
141,1.1157e+05
142,1.1267e+05
143,1.1287e+05
NaN,NaN
145,1.1129e+05
146,1.116e+05
147,1.1235e+05
148,1.1158e+05
149,1.134e+05
150,1.1402e+05
151,1.1501e+05
152,1.1422e+05
NaN,NaN
154,1.1333e+05
155,1.1522e+05
156,1.1781e+05
157,1.1494e+05
158,1.1315e+05
159,1.1889e+05
160,1.1447e+05
161,1.1243e+05
162,1.1432e+05
163,1.1505e+05
164,1.1333e+05
165,1.1255e+05
166,1.1132e+05
NaN,NaN
168,1.1175e+05
169,1.1161e+05
170,1.1233e+05
171,1.1098e+05
172,1.1185e+05
173,1.1412e+05
174,1.1155e+05
175,1.1163e+05
176,1.1209e+05
177,1.1227e+05
178,1.1327e+05
179,1.1135e+05
180,1.1259e+05
181,1.1294e+05
182,1.1388e+05
183,1.1283e+05
184,1.1171e+05
185,1.1251e+05
186,1.1582e+05
187,1.159e+05
188,1.1318e+05
189,1.1226e+05
190,1.1255e+05
191,1.1188e+05
192,1.1213e+05
193,1.1568e+05
194,1.1444e+05
NaN,NaN
196,1.1219e+05
NaN,NaN
198,1.1133e+05
199,1.1144e+05
200,1.1118e+05
201,1.1254e+05
202,1.1097e+05
203,1.1161e+05
204,1.1182e+05
205,1.1576e+05
206,1.1111e+05
207,1.141e+05
208,1.1616e+05
209,1.1183e+05
210,1.1318e+05
211,1.1092e+05
212,1.116e+05
213,1.132e+05
214,1.1243e+05
215,1.1073e+05
216,1.1419e+05
217,1.1206e+05
218,1.1401e+05
219,1.1367e+05
220,1.1399e+05
221,1.1539e+05
222,1.1101e+05
223,1.1284e+05
224,1.1267e+05
225,1.1431e+05
226,1.1222e+05
227,1.1301e+05
228,1.1295e+05
229,1.1231e+05
230,1.1263e+05
231,1.1195e+05
232,1.1285e+05
233,1.1496e+05
234,1.1163e+05
235,1.1218e+05
236,1.1418e+05
237,1.1343e+05
238,1.1225e+05
239,1.2988e+05
240,1.1111e+05
241,1.1381e+05
242,1.112e+05
243,1.1276e+05
244,1.1337e+05
245,1.1348e+05
246,1.1251e+05
247,1.1411e+05
248,1.116e+05
249,1.1353e+05
250,1.1168e+05
251,1.125e+05
252,1.1423e+05
253,1.1148e+05
254,1.1269e+05
255,1.1475e+05
256,1.1165e+05
257,1.1313e+05
258,1.1332e+05
259,1.1162e+05
260,1.1303e+05
261,1.1184e+05
262,1.1416e+05
263,1.1614e+05
264,1.1051e+05
265,1.1258e+05
266,1.13e+05
267,1.1189e+05
268,1.1284e+05
269,1.1367e+05
270,1.1231e+05
271,1.116e+05
272,1.1168e+05
273,1.1323e+05
274,1.1163e+05
275,1.153e+05
276,1.1117e+05
277,1.1608e+05
278,1.1495e+05
279,1.1362e+05
280,1.1374e+05
281,1.1328e+05
NaN,NaN
283,1.1443e+05
284,1.1437e+05
NaN,NaN
286,1.1219e+05
287,1.1084e+05
288,1.1292e+05
NaN,NaN
290,1.1266e+05
291,1.1394e+05
292,1.1168e+05
293,1.1164e+05
294,1.1911e+05
295,1.1133e+05
296,1.1084e+05
297,1.1328e+05
298,1.1062e+05
299,1.1401e+05
300,1.1148e+05
301,1.1188e+05
302,1.1413e+05
303,1.1294e+05
304,1.1246e+05
305,1.1169e+05
NaN,NaN
307,1.1071e+05
NaN,NaN
309,1.1462e+05
310,1.1282e+05
311,1.2118e+05
312,1.1261e+05
313,1.148e+05
314,1.1447e+05
315,1.2131e+05
316,1.1639e+05
317,1.117e+05
NaN,NaN
NaN,NaN
320,1.1139e+05
NaN,NaN
322,1.1356e+05
323,1.1478e+05
NaN,NaN
